latitude,longitude,region,crop_type,crop_stage,field_area_ha,soil_type,soil_moisture_percent,soil_ph,soil_organic_matter_percent,soil_ec_dsm,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_ms,wind_direction_deg,solar_radiation_wm2,uv_index,cloud_cover_percent,ndvi,evi,ndwi,savi,red_reflectance,nir_reflectance,green_reflectance,blue_reflectance,swir1_reflectance,swir2_reflectance,sensor_depth_cm,soil_sensor_moisture_percent,soil_sensor_temperature_celsius,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,nitrogen_ppm,phosphorus_ppm,potassium_ppm,battery_voltage,signal_strength_dbm,water_stress_level,disease_name,disease_severity_percent,disease_detection_confidence,ndvi_reduction_due_disease,soil_fertility_index,nitrogen_recommendation,pest_pressure,irrigation_needed,crop_yield,npk_ratio,nitrogen_moisture_adj,water_stress_level_encoded
21.236203565420873,-93.09188023164408,North,Rice,Flowering,34.03759151978175,Sandy,18.2223195299203,8.447829974214233,1.9224520592682517,2.360901294212629,37.514714196744706,71.52080343413472,1023.5307920501551,37.90279739767074,4.878475315172757,200.37427661185652,423.28613423401436,11.652088808022826,8.425527128243516,0.7571924820886466,0.46832554027734496,-0.20476291346397502,0.25760919944565575,0.24161868171380646,0.4081955100657577,0.14164228051201272,0.04903239035518736,0.3046435101043779,0.2485457805060623,22.850534076837835,38.63025312934583,27.294417060232266,243.92336833069155,26.12174748690155,90.79494611606205,38.4018319840888,17.693646605511866,26.81073660990851,3.7305277250385713,-40.34151647062787,Moderate,Healthy,4.091926988607428,0.9027123452323553,0.036111765393009365,51.337134026204225,0.0,High,Yes,6.369158711735558,0.09837704742894927,44.44849558536303,1
38.52142919229749,-88.13274411234511,North,Rice,Flowering,17.467840999369667,Sandy,84.07429181698903,6.435292154956389,1.315890249769097,1.4075627196400817,24.722160929395102,44.67868069262872,994.237554016173,53.08916245180772,14.411297504227443,105.64198930192933,760.0626182188294,11.54487457944571,44.233591801684305,0.273670387933034,0.24426200012826993,0.16694718291542154,0.2962633762150467,0.141106595458465,0.6183805085240455,0.1741888577326018,0.04652740377939553,0.18606363007411253,0.2766080302046333,41.256926814152074,41.84322556791212,20.634801029693694,213.87526749106638,36.471507437898225,186.4049455805032,16.345146070832985,6.1006546550011365,32.61839079577142,3.178015205755237,-71.67538415563854,Low,Healthy,2.7250271421563976,0.9636272240710876,0.04896921319240162,58.46822416594889,0.0,Low,No,4.846759112135153,0.03059878753296196,179.81411651480502,0
31.959818254342153,-109.98128404830004,East,Corn,Harvest,9.319070048147985,Silt,33.458877881574686,6.058801546938682,5.442254324661931,2.9516326331479834,19.33124719309715,86.61021619021341,1005.0883460392001,97.58804705482135,7.683339598610512,28.822218379411044,583.3035745651991,6.253081213437324,56.13099135488573,0.6375099395345635,0.2523252968421029,-0.3648455592718338,0.297895575404987,0.19763036217634022,0.3666575296613617,0.17497129512678838,0.03712026340418936,0.10140659385485822,0.115768382079512,31.7290233142084,74.8256820596292,23.232676957514524,269.53833316261495,78.03675061193337,108.20398863189047,28.593214352513137,15.17478177030985,44.78953342915953,3.3497608100233798,-97.90638194925141,Low,Healthy,0.9778178148747935,0.9856170659904406,0.0498089039434666,75.33845481229093,0.0,Low,No,11.907629586422072,0.0313444917216379,90.18450173691127,0
27.959754525911098,-95.00503601572004,Central,Corn,Harvest,29.457293505660402,Loam,23.86347851835411,6.709929663978734,5.655039048245616,0.9493856086912772,35.446510100201266,52.057020888564686,990.244330128071,53.52684416285981,0.11120338220939996,143.82326798529692,986.0831693048181,8.135242295440912,50.94496542224242,0.7653162980090289,0.3837118846416797,-0.06954867601943038,0.6218650113015243,0.07068953623274955,0.7654554489757448,0.1744471126406469,0.13797689745047323,0.2593543990242333,0.17413878154352347,12.311807444932036,30.55981636681583,12.843520408562995,194.4208037959681,90.3524199904835,178.6057937593457,23.808852600401508,23.68118353009589,40.445137005919904,4.1921929008935095,-72.70706642029745,Moderate,Healthy,4.037435982205647,0.9444549166138169,0.009001647177431349,75.79652329342721,5.579196204031888,Low,Yes,11.260142487452052,0.011910511055035981,46.39556674906225,1
14.680559213273096,-97.13016067425005,Central,Corn,Fruiting,24.700341842135458,Clay,40.882675558111956,6.912398244807424,3.9338519624694777,0.36715556362361323,20.34382768248708,69.87844272611022,994.8491784227487,44.7743306548479,5.702787343051432,270.51552688135905,715.4348833891626,9.90193862681354,69.55706354090127,0.6621751721905623,0.10974219408168646,0.4384365186657827,0.13773899060889994,0.18689947868971624,0.313055117743153,0.19671320113963753,0.10441840596692449,0.175051374207864,0.133802532347419,22.33677158195938,33.3806827265457,30.786951593071983,61.3931411801565,86.08151798767172,42.69226792539273,28.854606275119693,7.136504144571212,46.682951260297685,4.048169394424474,-83.61686025397361,Low,Healthy,1.8625080583335096,0.9163880508850497,0.0035802453398134427,40.531778384260534,138.6068588198435,Low,No,9.771722178504819,0.016398581085520145,25.09915872361701,0
14.67983561008608,-86.68678492846917,East,Corn,Vegetative,36.71287320899287,Loam,66.69899284434896,8.186084628557754,5.202447783043425,1.3470342233468822,38.22376674372714,50.7146958694448,1014.3324424033517,58.36384795176467,0.1162590129836466,165.12490039977968,1127.0464449815117,5.763870173532894,19.20987835675405,0.6872810646725701,0.7225077929641871,-0.1737006438242018,0.22161916352489522,0.23693740788416995,0.7540989445173999,0.05835545701194858,0.05776083260762059,0.10849366199176819,0.18356708973427993,40.111643588002,63.86615815840542,17.998531824141665,55.3961931638242,44.95311051746081,146.7411559471426,32.3184528359549,15.199315302772924,44.63855783979486,3.431082967373611,-56.4273444950676,Low,Healthy,3.3704987659548467,0.9792356800078321,0.024602580710124375,41.969298617661735,144.6038068361758,Low,No,11.704569203043864,0.00830679290036334,36.94870291438084,0
11.742508365045984,-83.75651758074957,West,Rice,Vegetative,22.62664385559545,Clay,35.5741617823396,7.179821317110029,1.9178555132657356,1.6709561721343653,15.571948630547586,78.43473497960842,1001.4786675518957,97.08081599171378,3.5670861070866877,145.89684288725664,669.7812652234761,10.123153893514537,35.4202978913165,0.5681922687924208,0.287786344675311,-0.3457649911537112,0.46633492858321723,0.19631095997940556,0.5736001298235944,0.10997722973539975,0.05355228029960139,0.1189844297743872,0.05478072197194368,23.03124823581712,76.08127770354213,17.530134860978798,246.32659387984532,85.44469674126056,109.42741031382265,37.385036420185024,21.068535885436965,46.544287764357904,4.183843846200416,-99.54104695532985,Low,Healthy,1.2377495015143043,0.9593483113101183,0.0017721126476513362,68.34388692278634,0.0,Low,No,7.602969011730842,0.025909293697301584,87.62862101974282,0
35.98528437324806,-119.51372914090453,North,Cotton,Fruiting,17.59334503963695,Clay,55.22922427436415,6.376542998254051,5.508369126134926,1.1123718218791383,38.03177956548259,83.81536446136656,1011.3565315290693,81.79445987564404,6.820501007117661,131.76258798219163,1076.2448334729597,2.2260101973376,41.55672712902664,0.591322397976136,0.13607664377093445,-0.3538541426058993,0.5591168692423479,0.2696119075040816,0.6550226726231037,0.18703816188536743,0.09666401006988484,0.3019750488189289,0.11041828814176523,27.29311207797698,26.284086540346536,12.21916827424642,272.48122120677067,66.19119065909459,59.42560078085049,44.67151411767587,18.22344510753002,28.39662317685756,3.0835743907921187,-91.78250115174424,Low,Healthy,2.770041929807384,0.9385202758196126,0.02348433615365198,68.00180244731966,0.0,Low,No,2.378358582698877,0.06735877748342448,150.48926476581366,0
28.033450352296263,-93.0392032376483,North,Cotton,Vegetative,15.380450290591705,Loam,44.089199610599955,7.727902848602563,3.5318077981525415,0.802615364342081,29.729574815301568,77.27510156488717,1021.1787845656476,16.89681363119221,4.850895831312549,165.2100561610379,672.5776518155124,6.292668929379496,18.6523305578312,0.24612540720874454,0.3970979258787046,-0.10627142987976346,0.5184262323901531,0.12154829680148717,0.44917136544420005,0.12010067264004358,0.11063890913369476,0.2242853289186893,0.29350906321163345,46.201970932392754,51.33492388661074,22.659823541872125,250.0722067259433,44.49157279887174,43.87001839446172,19.31968160461979,12.889197882719934,45.816614550665705,3.418596362069262,-78.76852770223124,Low,Leaf Spot,42.7149724346784,0.8971538818254285,0.11151510792411838,54.73920226621078,0.0,Moderate,No,1.3483289042739472,0.12300179237403867,110.25483439403331,0
31.242177333881365,-117.92656803521083,East,Corn,Flowering,11.36204568243758,Sandy,23.243479459363293,7.017495811417213,1.3358249630277754,2.048970205017918,34.36855291282204,80.90994112365121,997.0411011093173,80.32600149042091,0.4910131842775606,114.56242276775956,713.8382840043664,6.308737487778762,90.64642136721272,0.3755622029039052,0.6709185347227022,-0.2748236845410099,0.1279454054091245,0.17293901747713752,0.3868993924522381,0.18069449351349054,0.05289111396272196,0.17874328523591718,0.20078257081710132,49.38571934716631,74.86764289702312,20.447657887582928,143.5092190166322,108.46554295330651,83.59928593383788,27.074854835021995,22.83997699554582,50.833938555290025,3.6662391951483895,-76.19645829010912,Moderate,Powdery Mildew,77.80015566458208,0.8913366982034583,0.20734463401668757,56.837251805640996,56.49078098336781,Moderate,Yes,4.511817854902645,0.01560455617844498,33.35653584442358,1
